,names,mass,distance,discovery_year,stellar_magnitude
1691,Kepler-1012 b,2.21 Earths,1341,2016,13.486
1692,Kepler-1013 b,5.27 Earths,1377,2016,14.563
1693,Kepler-1014 b,6.3 Earths,2038,2016,14.866
1694,Kepler-1015 b,12.3 Earths,2412,2016,12.825
1695,Kepler-1016 b,5.39 Earths,4576,2016,15.531
1696,Kepler-1016 c,13.1 Earths,4576,2016,15.531
1697,Kepler-1017 b,4.62 Earths,1801,2016,14.315
1698,Kepler-1018 b,7.18 Earths,3295,2016,15.103
1699,Kepler-1019 b,2.73 Earths,633,2016,13.882
1700,Kepler-101 b,0.16 Jupiters,3027,2014,13.7
1701,Kepler-101 c,3.78 Earths,3027,2014,13.7
1702,Kepler-1020 b,5.82 Earths,1355,2016,14.211
1703,Kepler-1021 b,6.04 Earths,2642,2016,15.207
1704,Kepler-1022 b,6.17 Earths,1370,2016,15.758
1705,Kepler-1023 b,7.41 Earths,2264,2016,14.7121
1706,Kepler-1024 b,14.5 Earths,3547,2016,16.272
1707,Kepler-1025 b,4.58 Earths,2622,2016,13.695
1708,Kepler-1026 b,5.52 Earths,1146,2016,14.463
1709,Kepler-1027 b,0.64 Earths,1321,2016,12.994
1710,Kepler-1028 b,2.33 Earths,1983,2016,14.611
1711,Kepler-1029 b,2.13 Earths,1196,2016,14.434
1712,Kepler-102 b,4.3 Earths,352,2014,12.072
1713,Kepler-102 c,3 Earths,352,2014,12.072
1714,Kepler-102 d,3.8 Earths,352,2014,12.072
1715,Kepler-102 e,8.93 Earths,352,2013,12.072
1716,Kepler-102 f,5.2 Earths,352,2014,12.072
1717,Kepler-1030 b,6.71 Earths,2475,2016,16.003
1718,Kepler-1031 b,0.59 Earths,2228,2016,13.877
1719,Kepler-1032 b,4.16 Earths,2195,2016,16.007
1720,Kepler-1033 b,6.85 Earths,4748,2016,16.186
1721,Kepler-1034 b,5.73 Earths,2135,2016,15.269
1722,Kepler-1035 b,1.71 Earths,1834,2016,13.097
1723,Kepler-1036 b,9.32 Earths,1597,2016,13.87
1724,Kepler-1037 b,2.18 Earths,1458,2016,14.475
1725,Kepler-1038 b,12.2 Earths,1905,2016,15.03
1726,Kepler-1038 c,2.59 Earths,1905,2021,15.03
1727,Kepler-1039 b,2.73 Earths,1001,2016,14.438
1728,Kepler-103 b,9.7 Earths,1614,2014,11.883
1729,Kepler-103 c,36.1 Earths,1614,2014,11.883
1730,Kepler-1040 b,4.98 Earths,1573,2016,13.614
1731,Kepler-1041 b,8.96 Earths,4847,2016,14.576
1732,Kepler-1042 b,5.43 Earths,2150,2016,16.004
1733,Kepler-1043 b,7.04 Earths,2947,2016,14.949
1734,Kepler-1044 b,7.61 Earths,4172,2016,15.478
1735,Kepler-1045 b,7.7 Earths,3074,2016,15.879
1736,Kepler-1046 b,3.57 Earths,2354,2016,13.347
1737,Kepler-1047 b,5.02 Earths,2667,2016,13.46
1738,Kepler-1047 c,0.937 Earths,2667,2016,13.46
1739,Kepler-1048 b,3.22 Earths,1814,2016,15.138
1740,Kepler-1049 b,0.809 Earths,528,2016,14.695
1741,Kepler-104 b,19.6 Earths,1307,2014,12.697
1742,Kepler-104 c,9.96 Earths,1307,2014,12.697
1743,Kepler-104 d,12.5 Earths,1307,2014,12.697
1744,Kepler-1050 b,3.19 Earths,1600,2016,13.198
1745,Kepler-1050 c,2.79 Earths,1600,2016,13.198
1746,Kepler-1051 b,11.5 Earths,2705,2016,13.212
1747,Kepler-1052 b,8.91 Earths,3078,2016,14.932
1748,Kepler-1053 b,0.904 Earths,493,2016,13.576
1749,Kepler-1054 b,7.41 Earths,3557,2016,14.143
1750,Kepler-1055 b,2.04 Earths,1270,2016,13.194
1751,Kepler-1056 b,9.32 Earths,3205,2016,14.772
1752,Kepler-1057 b,11.2 Earths,3920,2016,15.825
1753,Kepler-1058 b,7.85 Earths,1605,2016,15.869
1754,Kepler-1059 b,3.64 Earths,2326,2016,15.785
1755,Kepler-105 b,5.1 Earths,1498,2013,12.981
1756,Kepler-105 c,4.6 Earths,1498,2014,12.981
1757,Kepler-1060 b,6.26 Earths,3088,2016,14.827
1758,Kepler-1061 b,4.58 Earths,1772,2016,13.319
1759,Kepler-1062 b,3.75 Earths,1296,2016,15.095
1760,Kepler-1063 b,2.83 Earths,1120,2016,13.029
1761,Kepler-1064 b,3.02 Earths,1220,2016,13.958
1762,Kepler-1065 b,13.4 Earths,3662,2016,15.744
1763,Kepler-1065 c,3.19 Earths,3662,2016,15.744
1764,Kepler-1066 b,6.17 Earths,1123,2016,13.115
1765,Kepler-1067 b,0.437 Earths,2178,2016,14.395
1766,Kepler-1067 c,3.7 Earths,2178,2021,14.395
1767,Kepler-1068 b,12.8 Earths,4807,2016,16.096
1768,Kepler-1069 b,3.19 Earths,2270,2016,13.234
1769,Kepler-106 b,5.3 Earths,1449,2014,12.923
1770,Kepler-106 c,10.44 Earths,1449,2014,12.923
1771,Kepler-106 d,8.1 Earths,1449,2014,12.923
1772,Kepler-106 e,11.17 Earths,1449,2014,12.923
1773,Kepler-1070 b,3.64 Earths,3063,2016,14.133
1774,Kepler-1071 b,6.26 Earths,3400,2016,15.881
1775,Kepler-1072 b,3.12 Earths,3206,2016,13.972
1776,Kepler-1073 b,5.9 Earths,2642,2016,14.749
1777,Kepler-1073 c,3.33 Earths,2642,2016,14.749
1778,Kepler-1073 d,2.82 Earths,2642,2021,14.749
1779,Kepler-1074 b,2.1 Earths,818,2016,15.599
1780,Kepler-1075 b,2.6 Earths,950,2016,15.909
1781,Kepler-1076 b,0.437 Earths,649,2016,13.175
1782,Kepler-1077 b,8.1 Earths,3593,2016,14.923
1783,Kepler-1078 b,4.27 Earths,8095,2016,15.703
1784,Kepler-1079 b,3.29 Earths,1928,2016,12.78
1785,Kepler-107 b,3.51 Earths,1716,2014,12.543
1786,Kepler-107 c,9.39 Earths,1716,2014,12.543
1787,Kepler-107 d,3.8 Earths,1716,2014,12.543
1788,Kepler-107 e,8.6 Earths,1716,2014,12.543
1789,Kepler-1080 b,10.8 Earths,4511,2016,13.486
1790,Kepler-1081 b,1.01 Earths,1371,2016,13.827
1791,Kepler-1082 b,1.46 Earths,2412,2016,13.444
1792,Kepler-1083 b,11.2 Earths,2944,2016,16.103
1793,Kepler-1084 b,1.41 Earths,1323,2016,12.015
1794,Kepler-1085 b,0.13 Jupiters,4451,2016,15.273
1795,Kepler-1085 c,10.7 Earths,4451,2020,15.273
1796,Kepler-1086 b,6.53 Earths,1520,2016,16.002
1797,Kepler-1086 c,8.96 Earths,1520,2016,16.002
1798,Kepler-1087 b,0.165 Earths,1183,2016,12.973
1799,Kepler-1088 b,2.6 Earths,915,2016,11.472
1800,Kepler-1089 b,4.01 Earths,846,2016,16.233
1801,Kepler-108 b,0.176 Jupiters,1105,2014,12.657
1802,Kepler-108 c,0.16 Jupiters,1105,2014,12.657
1803,Kepler-1090 b,5.69 Earths,2801,2016,15.31
1804,Kepler-1090 c,10.9 Earths,2801,2021,15.31
1805,Kepler-1091 b,2.73 Earths,2982,2016,14.874
1806,Kepler-1092 b,4.94 Earths,3201,2016,14.659
1807,Kepler-1093 b,4.46 Earths,3500,2016,13.781
1808,Kepler-1093 c,4.5 Earths,3500,2016,13.781
1809,Kepler-1094 b,10.2 Earths,4211,2016,15.318
1810,Kepler-1095 b,1.92 Earths,2585,2016,14.597
1811,Kepler-1096 b,2.07 Earths,1233,2016,15.438
1812,Kepler-1097 b,10.7 Earths,2348,2016,15.652
1813,Kepler-1098 b,2.24 Earths,3422,2016,14.886
1814,Kepler-1099 b,8.4 Earths,3336,2016,15.137
1815,Kepler-109 b,7.3 Earths,1549,2014,12.398
1816,Kepler-109 c,21.8 Earths,1549,2014,12.398
1817,Kepler-10 b,4.60853 Earths,605,2011,11.043
1818,Kepler-10 c,7.37 Earths,605,2011,11.043
1819,Kepler-1100 b,3.71 Earths,2263,2016,13.952
1820,Kepler-1101 b,6.66 Earths,2422,2016,15.156
1821,Kepler-1102 b,7.56 Earths,4065,2016,14.928
1822,Kepler-1103 b,5.77 Earths,4345,2016,14.294
1823,Kepler-1104 b,2.04 Earths,1731,2016,12.125
1824,Kepler-1105 b,4.7 Earths,1037,2016,15.315
1825,Kepler-1106 b,3.36 Earths,3558,2016,14.863
1826,Kepler-1107 b,2.36 Earths,1399,2016,14.315
1827,Kepler-1108 b,2.73 Earths,2504,2016,15.132
1828,Kepler-1109 b,5.43 Earths,2235,2016,14.405
1829,Kepler-110 b,4.01 Earths,1913,2014,13.003
1830,Kepler-110 c,5.52 Earths,1913,2014,13.003
1831,Kepler-1110 b,7.56 Earths,2371,2016,16.274
1832,Kepler-1111 b,4.66 Earths,2745,2016,14.88
1833,Kepler-1112 b,9.38 Earths,5452,2016,14.74
1834,Kepler-1113 b,8.3 Earths,3503,2016,14.943
1835,Kepler-1114 b,2.39 Earths,1365,2016,13.935
1836,Kepler-1115 b,3.53 Earths,3207,2016,11.983
1837,Kepler-1116 b,6.99 Earths,3290,2016,15.424
1838,Kepler-1117 b,1.41 Earths,1854,2016,14.15
1839,Kepler-1118 b,7.95 Earths,2898,2016,15.238
1840,Kepler-1119 b,4.35 Earths,5732,2016,15.296
1841,Kepler-111 b,3.12 Earths,2144,2014,13.543
1842,Kepler-111 c,0.132 Jupiters,2144,2014,13.543
1843,Kepler-1120 b,2.48 Earths,2007,2016,15.494
1844,Kepler-1121 b,4.31 Earths,1572,2016,12.144
1845,Kepler-1122 b,4.82 Earths,4014,2016,15.405
1846,Kepler-1123 b,3.43 Earths,2298,2016,14.933
1847,Kepler-1124 b,2.18 Earths,946,2016,16.745
1848,Kepler-1125 b,4.04 Earths,6561,2016,15.042
1849,Kepler-1126 b,3.64 Earths,2074,2016,14.221
1850,Kepler-1127 b,4.5 Earths,2748,2016,15.162
1851,Kepler-1128 b,12.9 Earths,3534,2016,15.934
1852,Kepler-1129 b,9.06 Earths,3862,2016,15.661
1853,Kepler-1129 c,7.9 Earths,3862,2016,15.661
1854,Kepler-112 b,6.17 Earths,1674,2014,13.927
1855,Kepler-112 c,6.35 Earths,1674,2014,13.927
1856,Kepler-1130 b,0.437 Earths,813,2016,12.509
1857,Kepler-1130 c,0.422 Earths,813,2021,12.509
1858,Kepler-1130 d,0.202 Earths,813,2021,12.509
1859,Kepler-1131 b,3.15 Earths,3362,2016,15.01
1860,Kepler-1132 b,6.12 Earths,2831,2016,15.818
1861,Kepler-1133 b,4.54 Earths,2457,2016,14.785
1862,Kepler-1134 b,7.46 Earths,3081,2016,16.233
1863,Kepler-1135 b,4.08 Earths,4288,2016,14.545
1864,Kepler-1136 b,3.33 Earths,1603,2016,16.037
1865,Kepler-1137 b,5.48 Earths,3007,2016,12.827
1866,Kepler-1138 b,3.53 Earths,2846,2016,15.885
1867,Kepler-1139 b,1.81 Earths,1615,2016,14.229
1868,Kepler-113 b,11.7 Earths,856,2014,13.655
1869,Kepler-113 c,8.7 Earths,856,2014,13.655
1870,Kepler-1140 b,8.1 Earths,2141,2016,15.751
1871,Kepler-1141 b,0.477 Earths,1284,2016,12.403
1872,Kepler-1142 b,2.76 Earths,4154,2016,14.505
1873,Kepler-1143 b,3.43 Earths,1811,2016,15.493
1874,Kepler-1143 c,12.6 Earths,1811,2016,15.493
1875,Kepler-1144 b,4.62 Earths,3721,2016,14.943
1876,Kepler-1145 b,2.54 Earths,2257,2016,15.471
1877,Kepler-1146 b,2.04 Earths,2293,2016,15.953
1878,Kepler-1147 b,7.32 Earths,5406,2016,15.613
1879,Kepler-1148 b,3.5 Earths,2041,2016,15.533
1880,Kepler-1149 b,2.67 Earths,3972,2016,15.146
1881,Kepler-114 b,6.8 Earths,847,2014,13.961
1882,Kepler-114 c,2.8 Earths,847,2013,13.961
1883,Kepler-114 d,3.9 Earths,847,2013,13.961
1884,Kepler-1150 b,1.04 Earths,1169,2016,14.748
1885,Kepler-1151 b,5.56 Earths,2226,2016,15.005
1886,Kepler-1152 b,0.59 Earths,702,2016,15.31
1887,Kepler-1153 b,3.64 Earths,3652,2016,15.767
1888,Kepler-1154 b,6.08 Earths,4763,2016,14.953
1889,Kepler-1154 c,6.17 Earths,4763,2016,14.953
1890,Kepler-1155 b,4.78 Earths,3682,2016,14.799
1891,Kepler-1156 b,2.3 Earths,2255,2016,14.262
1892,Kepler-1157 b,1.32 Earths,1116,2016,14.603
1893,Kepler-1158 b,6.08 Earths,4842,2016,13.618
1894,Kepler-1159 b,6.21 Earths,3959,2016,14.678
1895,Kepler-115 b,1.32 Earths,2034,2014,13.545
1896,Kepler-115 c,7.27 Earths,2034,2014,13.545
1897,Kepler-1160 b,5.22 Earths,3515,2016,16.006
1898,Kepler-1161 b,5.18 Earths,1787,2016,16.163
1899,Kepler-1162 b,5.52 Earths,3067,2016,15.749
1900,Kepler-1163 b,1.08 Earths,1561,2016,12.208
1901,Kepler-1164 b,1.46 Earths,1408,2016,14.321
1902,Kepler-1165 b,3.02 Earths,5138,2016,14.521
1903,Kepler-1165 c,11.2 Earths,5138,2021,14.521
1904,Kepler-1166 b,3.5 Earths,2071,2016,14.65
1905,Kepler-1167 b,3.57 Earths,2678,2016,16.047
1906,Kepler-1168 b,6.8 Earths,2455,2016,15.755
1907,Kepler-1169 b,0.779 Earths,1705,2016,12.707
1908,Kepler-116 b,11.6 Earths,3116,2014,13.744
1909,Kepler-116 c,5.9 Earths,3116,2014,13.744
1910,Kepler-1170 b,6.39 Earths,3427,2016,16.204
1911,Kepler-1171 b,7.08 Earths,1869,2016,11.647
1912,Kepler-1172 b,10.3 Earths,4262,2016,16.083
1913,Kepler-1173 b,0.64 Earths,1230,2016,13.896
1914,Kepler-1174 b,3.15 Earths,4595,2016,14.271
1915,Kepler-1175 b,9.22 Earths,3660,2016,15.972
1916,Kepler-1176 b,6.57 Earths,2821,2016,15.27
1917,Kepler-1177 b,4.27 Earths,4241,2016,14.773
1918,Kepler-1178 b,1.24 Earths,1573,2016,14.212
1919,Kepler-1179 b,2.3 Earths,1354,2016,14.214
1920,Kepler-117 b,29.875 Earths,4748,2014,14.282
1921,Kepler-117 c,1.84 Jupiters,4748,2014,14.282
1922,Kepler-1180 b,4.62 Earths,5209,2016,15.081
1923,Kepler-1181 b,3.09 Earths,3061,2016,13.549
1924,Kepler-1182 b,6.39 Earths,5041,2016,15.742
1925,Kepler-1183 b,8.35 Earths,6260,2016,15.968
1926,Kepler-1184 b,7.65 Earths,3777,2016,14.99
1927,Kepler-1185 b,2.33 Earths,1498,2016,12.63
1928,Kepler-1186 b,5.6 Earths,4362,2016,15.367
1929,Kepler-1187 b,7.32 Earths,3329,2016,14.73
1930,Kepler-1188 b,4.98 Earths,5602,2016,14.941
1931,Kepler-1189 b,3.78 Earths,2554,2016,14.463
1932,Kepler-118 b,4.5 Earths,1873,2014,14.867
1933,Kepler-118 c,0.144 Jupiters,1873,2014,14.867
1934,Kepler-1190 b,2.33 Earths,1117,2016,14.665
1935,Kepler-1191 b,2.89 Earths,3117,2016,15.319
1936,Kepler-1192 b,6.17 Earths,4254,2016,15.858
1937,Kepler-1193 b,2.3 Earths,2617,2016,13.577
1938,Kepler-1194 b,2.89 Earths,2471,2016,14.31
1939,Kepler-1195 b,4.98 Earths,2996,2016,16.003
1940,Kepler-1196 b,5.6 Earths,3009,2016,15.009
1941,Kepler-1197 b,2.1 Earths,1588,2016,15.346
1942,Kepler-1198 b,2.76 Earths,2424,2016,14.986
1943,Kepler-1199 b,1.6 Earths,1838,2016,13.173
1944,Kepler-119 b,12.6 Earths,2290,2014,14.375
1945,Kepler-119 c,0.721 Earths,2290,2014,14.375
1946,Kepler-11 b,1.9 Earths,2108,2010,13.817
1947,Kepler-11 c,2.9 Earths,2108,2010,13.817
1948,Kepler-11 d,7.3 Earths,2108,2010,13.817
1949,Kepler-11 e,8 Earths,2108,2010,13.817
1950,Kepler-11 f,2 Earths,2108,2010,13.817
1951,Kepler-11 g,25 Earths,2108,2010,13.817
1952,Kepler-1200 b,1.2 Earths,1920,2016,16.06
1953,Kepler-1201 b,5.86 Earths,3080,2016,14.765
1954,Kepler-1202 b,8.96 Earths,3834,2016,15.833
1955,Kepler-1203 b,1.2 Earths,1034,2016,15.385
1956,Kepler-1204 b,9.53 Earths,3834,2016,15.45
1957,Kepler-1205 b,2.57 Earths,2278,2016,15.316
1958,Kepler-1206 b,3.33 Earths,2486,2016,15.971
1959,Kepler-1207 b,3.26 Earths,5722,2016,14.595
1960,Kepler-1208 b,5.99 Earths,2692,2016,16.256
1961,Kepler-1209 b,2.89 Earths,1649,2016,12.554
1962,Kepler-120 b,8.5 Earths,1268,2014,14.995
1963,Kepler-120 c,2.96 Earths,1268,2014,14.995
1964,Kepler-1210 b,3.53 Earths,3838,2016,15.649
1965,Kepler-1211 b,7.04 Earths,5958,2016,16.016
1966,Kepler-1212 b,5.22 Earths,4295,2016,15.133
1967,Kepler-1213 b,1.81 Earths,2635,2016,13.416
1968,Kepler-1214 b,6.17 Earths,2379,2016,15.459
1969,Kepler-1215 b,1.98 Earths,2156,2016,14.539
1970,Kepler-1216 b,2.51 Earths,4105,2016,15.262
1971,Kepler-1217 b,4.62 Earths,4396,2016,15.343
1972,Kepler-1218 b,2.67 Earths,2742,2016,13.73
1973,Kepler-1219 b,5.14 Earths,2873,2016,12.339
1974,Kepler-121 b,6.08 Earths,1665,2014,14.904
1975,Kepler-121 c,5.77 Earths,1665,2014,14.904
1976,Kepler-1220 b,2.92 Earths,3138,2016,15.194
1977,Kepler-1221 b,4.19 Earths,2980,2016,15.909
1978,Kepler-1222 b,0.418 Earths,1354,2016,14.21
1979,Kepler-1223 b,1.98 Earths,1500,2016,14.911
1980,Kepler-1224 b,2.33 Earths,1825,2016,12.926
1981,Kepler-1225 b,3.97 Earths,4396,2016,14.819
1982,Kepler-1226 b,2.7 Earths,3672,2016,14.324
1983,Kepler-1227 b,5.86 Earths,2035,2016,14.276
1984,Kepler-1228 b,2.99 Earths,1681,2016,15.061
1985,Kepler-1229 b,2.54 Earths,866,2016,16.124
1986,Kepler-122 b,6.08 Earths,3352,2014,14.403
1987,Kepler-122 c,29 Earths,3352,2014,14.403
1988,Kepler-122 d,5.48 Earths,3352,2014,14.403
1989,Kepler-122 e,27.7 Earths,3352,2014,14.403
1990,Kepler-122 f,36 Earths,3352,2014,14.403
1991,Kepler-1230 b,7.8 Earths,4450,2016,15.628
1992,Kepler-1231 b,2.6 Earths,3220,2016,14.808
1993,Kepler-1232 b,4.38 Earths,2064,2016,14.97
1994,Kepler-1233 b,7.27 Earths,3845,2016,14.82
1995,Kepler-1234 b,8.3 Earths,2990,2016,15.915
1996,Kepler-1235 b,0.418 Earths,1763,2016,14.079
1997,Kepler-1236 b,5.22 Earths,3261,2016,16.145
1998,Kepler-1237 b,8.55 Earths,3472,2016,16.012
1999,Kepler-1238 b,4.38 Earths,5324,2016,14.919
2000,Kepler-1239 b,8.75 Earths,6983,2016,15.391
2001,Kepler-123 b,0.174 Jupiters,3333,2014,14.129
2002,Kepler-123 c,2.79 Earths,3333,2014,14.129
2003,Kepler-1240 b,1.6 Earths,2812,2016,14.092
2004,Kepler-1241 b,7.41 Earths,3160,2016,15.886
2005,Kepler-1242 b,5.73 Earths,2243,2016,15.714
2006,Kepler-1243 b,3.71 Earths,2473,2016,14.898
2007,Kepler-1244 b,2.39 Earths,3509,2016,12.444
2008,Kepler-1245 b,2.67 Earths,2629,2016,15.582
2009,Kepler-1245 c,2.67 Earths,2629,2016,15.582
2010,Kepler-1246 b,2.42 Earths,1424,2016,15.27
2011,Kepler-1247 b,6.04 Earths,3412,2016,15.925
2012,Kepler-1248 b,1.76 Earths,1934,2016,12.9
2013,Kepler-1249 b,6.26 Earths,6213,2016,15.391
2014,Kepler-124 b,0.315 Earths,1370,2014,14.4
2015,Kepler-124 c,3.71 Earths,1370,2014,14.4
2016,Kepler-124 d,1.41 Earths,1370,2014,14.4
2017,Kepler-1250 b,4.35 Earths,6938,2016,15.693
2018,Kepler-1251 b,4.04 Earths,2943,2016,15.024
2019,Kepler-1252 b,3.43 Earths,2117,2016,14.743
2020,Kepler-1253 b,2.33 Earths,1678,2016,12.588
2021,Kepler-1254 b,3.02 Earths,2032,2016,15.541
2022,Kepler-1254 c,2.24 Earths,2032,2016,15.541
2023,Kepler-1254 d,2.27 Earths,2032,2016,15.541
2024,Kepler-1255 b,5.99 Earths,5275,2016,15.308
2025,Kepler-1256 b,2.83 Earths,2907,2016,13.685
2026,Kepler-1257 b,2.92 Earths,3608,2016,15.644
2027,Kepler-1258 b,0.566 Earths,2341,2016,13.929
2028,Kepler-1259 b,2.63 Earths,2628,2016,15.556
2029,Kepler-125 b,6.21 Earths,598,2014,15.431
2030,Kepler-125 c,0.33 Earths,598,2014,15.431
2031,Kepler-1260 b,3.78 Earths,5658,2016,14.953
2032,Kepler-1261 b,5.73 Earths,2428,2016,15.817
2033,Kepler-1262 b,3.97 Earths,3441,2016,15.155
2034,Kepler-1263 b,1.55 Earths,2169,2016,15.173
2035,Kepler-1264 b,1.76 Earths,2616,2016,14.629
2036,Kepler-1265 b,2.39 Earths,1904,2016,16.024
2037,Kepler-1266 b,7.18 Earths,2770,2016,16.016
2038,Kepler-1266 c,3.46 Earths,2770,2021,16.016
2039,Kepler-1267 b,9.32 Earths,4500,2016,15.846
2040,Kepler-1268 b,4.78 Earths,6005,2016,15.484
2041,Kepler-1269 b,3.29 Earths,3579,2016,13.658
2042,Kepler-126 b,2.92 Earths,774,2014,10.505
2043,Kepler-126 c,3.12 Earths,774,2014,10.505
2044,Kepler-126 d,6.8 Earths,774,2014,10.505
2045,Kepler-1270 b,11 Earths,3572,2016,13.562
2046,Kepler-1271 b,2.79 Earths,2714,2016,14.075
2047,Kepler-1272 b,6.21 Earths,3935,2016,14.734
2048,Kepler-1273 b,6.76 Earths,3635,2016,16.03
2049,Kepler-1274 b,2.6 Earths,2005,2016,11.717
2050,Kepler-1275 b,2.79 Earths,3764,2016,14.595
2051,Kepler-1276 b,1.81 Earths,1757,2016,12.992
2052,Kepler-1277 b,3.19 Earths,1818,2016,14.306
2053,Kepler-1278 b,1.01 Earths,2901,2016,13.782
2054,Kepler-1279 b,3.71 Earths,4874,2016,14.137
2055,Kepler-127 b,2.54 Earths,1151,2014,11.746
2056,Kepler-127 c,7.56 Earths,1151,2014,11.746
2057,Kepler-127 d,7.46 Earths,1151,2014,11.746
2058,Kepler-1280 b,4.16 Earths,4850,2016,14.196
2059,Kepler-1281 b,3.33 Earths,3556,2016,15.961
2060,Kepler-1282 b,3.02 Earths,3599,2016,15.707
2061,Kepler-1283 b,4.31 Earths,9532,2016,15.269
2062,Kepler-1284 b,1.92 Earths,2878,2016,15.912
2063,Kepler-1285 b,0.871 Earths,1377,2016,11.717
2064,Kepler-1286 b,5.27 Earths,4418,2016,15.278
2065,Kepler-1287 b,2.99 Earths,3273,2016,15.216
2066,Kepler-1288 b,1.46 Earths,2656,2016,13.199
2067,Kepler-1289 b,2.92 Earths,3437,2016,14.732
2068,Kepler-128 b,0.77 Earths,1293,2013,11.693
2069,Kepler-128 c,0.9 Earths,1293,2013,11.693
2070,Kepler-1290 b,2.6 Earths,5199,2016,15.871
2071,Kepler-1291 b,3.39 Earths,2927,2016,16.261
2072,Kepler-1292 b,3.97 Earths,4872,2016,16.337
2073,Kepler-1293 b,0.871 Earths,3354,2016,13.377
2074,Kepler-1294 b,10.3 Earths,6053,2016,15.361
2075,Kepler-1295 b,3.02 Earths,3831,2016,16.227
2076,Kepler-1296 b,0.693 Earths,5061,2016,14.934
2077,Kepler-1297 b,0.871 Earths,4696,2016,14.867
2078,Kepler-1298 b,2.27 Earths,1775,2016,11.388
2079,Kepler-1299 b,9.17 Earths,4583,2016,15.962
2080,Kepler-129 b,20 Earths,1334,2014,11.809
2081,Kepler-129 c,0.13529 Jupiters,1334,2014,11.809
2082,Kepler-129 d,8.3 Jupiters,1334,2021,11.809
2083,Kepler-12 b,0.432 Jupiters,2875,2011,13.468
2084,Kepler-1300 b,2.45 Earths,2535,2016,12.861
2085,Kepler-1301 b,2.54 Earths,2787,2016,15.656
2086,Kepler-1302 b,2.63 Earths,2070,2016,15.172
2087,Kepler-1303 b,2.6 Earths,2929,2016,14.854
2088,Kepler-1304 b,5.86 Earths,7098,2016,15.408
2089,Kepler-1305 b,4.19 Earths,5138,2016,15.834
2090,Kepler-1306 b,4.31 Earths,3613,2016,15.353
2091,Kepler-1307 b,6.66 Earths,3310,2016,15.636
2092,Kepler-1308 b,0.0933 Earths,368,2016,16.4
2093,Kepler-1309 b,6.21 Earths,2756,2016,16.5119
2094,Kepler-130 b,1.04 Earths,1033,2014,11.572
2095,Kepler-130 c,8.75 Earths,1033,2014,11.572
2096,Kepler-130 d,3.33 Earths,1033,2014,11.572
2097,Kepler-1310 b,2.67 Earths,1857,2016,14.346
2098,Kepler-1311 b,2.07 Earths,2826,2016,13.528
2099,Kepler-1311 c,1.98 Earths,2826,2016,13.528
2100,Kepler-1311 d,0.212 Jupiters,2826,2021,13.528
2101,Kepler-1312 b,5.06 Earths,976,2016,12.491
2102,Kepler-1312 c,1.07 Earths,976,2021,12.491
2103,Kepler-1313 b,3.75 Earths,568,2016,12.363
2104,Kepler-1314 b,22.9 Earths,463,2016,17.816
2105,Kepler-1315 b,2.48 Earths,1569,2016,15.133
2106,Kepler-1315 c,4.06 Earths,1569,2021,15.133
2107,Kepler-1316 b,12.3 Earths,2612,2016,14.119
2108,Kepler-1317 b,3.05 Earths,2376,2016,15.083
2109,Kepler-1318 b,9.85 Earths,1550,2016,15.531
2110,Kepler-1319 b,2.36 Earths,339,2016,15.161
2111,Kepler-131 b,16.13 Earths,746,2014,11.493
2112,Kepler-131 c,8.25 Earths,746,2014,11.493
2113,Kepler-1320 b,3.53 Earths,2112,2016,15.936
2114,Kepler-1321 b,21.5 Earths,2509,2016,17.5054
2115,Kepler-1321 c,6.35 Earths,2509,2016,17.5054
2116,Kepler-1321 d,7.41 Earths,2509,2021,17.5054
2117,Kepler-1322 b,3.22 Earths,4405,2016,15.876
2118,Kepler-1322 c,5.29 Earths,4405,2021,15.876
2119,Kepler-1323 b,2.92 Earths,1518,2016,12.444
2120,Kepler-1324 b,2.89 Earths,1571,2016,15.554
2121,Kepler-1325 b,8.55 Earths,3175,2016,15.311
2122,Kepler-1326 b,16.3 Earths,2278,2016,12.842
2123,Kepler-1327 b,3.89 Earths,2212,2016,13.966
2124,Kepler-1328 b,0.904 Earths,2654,2016,13.969
2125,Kepler-1329 b,5.35 Earths,1918,2016,15.958
2126,Kepler-132 b,1.92 Earths,1140,2014,11.922
2127,Kepler-132 c,2.18 Earths,1140,2014,11.922
2128,Kepler-132 d,3.02 Earths,1140,2014,11.922
2129,Kepler-132 e,1.76 Earths,1140,2016,11.922
2130,Kepler-1330 b,3.36 Earths,5612,2016,15.076
2131,Kepler-1331 b,1.16 Earths,1041,2016,15.58
2132,Kepler-1332 b,2.45 Earths,1725,2016,13.975
2133,Kepler-1333 b,8.3 Earths,3042,2016,15.421
2134,Kepler-1334 b,5.86 Earths,3990,2016,15.461
2135,Kepler-1335 b,2.7 Earths,2028,2016,15.248
2136,Kepler-1336 b,4.58 Earths,3675,2016,14.264
2137,Kepler-1336 c,3.57 Earths,3675,2016,14.264
2138,Kepler-1337 b,6.39 Earths,1963,2016,16.21
2139,Kepler-1338 b,0.721 Earths,2457,2016,13.699
2140,Kepler-1339 b,0.285 Earths,1210,2016,12.344
2141,Kepler-133 b,3.75 Earths,2132,2014,12.896
2142,Kepler-133 c,8.45 Earths,2132,2014,12.896
2143,Kepler-1340 b,3.02 Earths,3203,2016,15.003
2144,Kepler-1341 b,9.22 Earths,1556,2016,15.356
